book_id,title,author,isbn,subject_area,genre,mood,tags,summary,publication_year,edition,language,page_count,rating
298,Twenty Thousand Leagues Under the Sea,Jules Verne,9789314412013,Fiction/Stories,Classic Science Fiction,Inspirational | Suspenseful,classic science fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of classic science fiction, ""Twenty Thousand Leagues Under the Sea"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1870,Reprint Edition,English (Indian edition),415,4.4
299,The Count of Monte Cristo,Alexandre Dumas,9781221747776,Fiction/Stories,Classic Adventure,Romantic,classic adventure;fiction;novel;leisure-reading;story,"A memorable entry in classic adventure, the story follows a central figure caught between duty and desire. Written in the tradition of classic adventure, ""The Count of Monte Cristo"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1844,Popular Edition,English (Indian edition),337,3.4
300,The Three Musketeers,Alexandre Dumas,9781368556217,Fiction/Stories,Classic Adventure,Mysterious | Fantasy,classic adventure;fiction;novel;leisure-reading;story,"In prose that lingers, Alexandre Dumas follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of classic adventure, ""The Three Musketeers"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1844,Special Edition,English,492,3.6
301,Les Miserables,Victor Hugo,9781254818818,Fiction/Stories,Classic Literary Fiction,Magical,classic literary fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this classic literary fiction traces a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of classic literary fiction, ""Les Miserables"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1862,Special Edition,English,228,4.0
302,The Hunchback of Notre-Dame,Victor Hugo,9789363432383,Fiction/Stories,Classic Literary Fiction,Calm | Hopeful,classic literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Victor Hugo follows individuals confronting change in a world that refuses to stay still. Written in the tradition of classic literary fiction, ""The Hunchback of Notre-Dame"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1831,Paperback Edition,English,567,4.2
303,A Tale of Two Cities,Charles Dickens,9789389648409,Fiction/Stories,Classic Literary Fiction,Calm | Relaxing | Educational,classic literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Charles Dickens follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of classic literary fiction, ""A Tale of Two Cities"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1859,Special Edition,English,342,4.1
304,Great Expectations,Charles Dickens,9781447745716,Fiction/Stories,Classic Literary Fiction,Historical | Dark,classic literary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Charles Dickens follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of classic literary fiction, ""Great Expectations"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1861,Reprint Edition,English,380,4.0
305,Oliver Twist,Charles Dickens,9781215867855,Fiction/Stories,Classic Literary Fiction,Magical | Romantic,classic literary fiction;fiction;novel;leisure-reading;story,"A memorable entry in classic literary fiction, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of classic literary fiction, ""Oliver Twist"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1838,Reprint Edition,English,373,4.0
306,David Copperfield,Charles Dickens,9789300821836,Fiction/Stories,Classic Literary Fiction,Mysterious | Emotional | Magical,classic literary fiction;fiction;novel;leisure-reading;story,"This classic literary fiction follows a central figure caught between duty and desire. Written in the tradition of classic literary fiction, ""David Copperfield"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1850,Special Edition,English,324,4.5
307,A Christmas Carol,Charles Dickens,9781532757938,Fiction/Stories,Classic Novella,Calm | Hopeful,classic novella;fiction;novel;leisure-reading;story,"In prose that lingers, Charles Dickens follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of classic novella, ""A Christmas Carol"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1843,Special Edition,English,369,4.8
308,The Old Curiosity Shop,Charles Dickens,9781528985475,Fiction/Stories,Classic Literary Fiction,Thrilling | Dark,classic literary fiction;fiction;novel;leisure-reading;story,"This classic literary fiction follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of classic literary fiction, ""The Old Curiosity Shop"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1841,Paperback Edition,English,380,4.0
309,Little Dorrit,Charles Dickens,9789372078848,Fiction/Stories,Classic Literary Fiction,Historical,classic literary fiction;fiction;novel;leisure-reading;story,"A memorable entry in classic literary fiction, the story follows individuals confronting change in a world that refuses to stay still. Written in the tradition of classic literary fiction, ""Little Dorrit"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1857,1st Edition,English,526,4.7
310,Siddhartha,Hermann Hesse,9780845091623,Fiction/Stories,Philosophical Fiction,Hopeful | Epic | Relaxing,philosophical fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this philosophical fiction traces a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of philosophical fiction, ""Siddhartha"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1922,1st Edition,English,333,4.6
311,Steppenwolf,Hermann Hesse,9789388823098,Fiction/Stories,Philosophical Fiction,Fantasy,philosophical fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of philosophical fiction, ""Steppenwolf"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1927,Paperback Edition,English,612,4.6
312,The Stranger,Albert Camus,9789354267826,Fiction/Stories,Philosophical Fiction,Historical | Dark,philosophical fiction;fiction;novel;leisure-reading;story,"A memorable entry in philosophical fiction, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of philosophical fiction, ""The Stranger"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1942,Popular Edition,English,357,4.7
313,The Plague,Albert Camus,9781456204105,Fiction/Stories,Philosophical Fiction,Thought-provoking | Inspirational,philosophical fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this philosophical fiction follows a central figure caught between duty and desire. Written in the tradition of philosophical fiction, ""The Plague"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1947,1st Edition,English,388,4.1
314,Sophie's World,Jostein Gaarder,9780521329163,Fiction/Stories,Philosophical Fiction,Mysterious | Inspirational,philosophical fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this philosophical fiction follows individuals confronting change in a world that refuses to stay still. Written in the tradition of philosophical fiction, ""Sophie's World"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1991,Popular Edition,English,325,4.1
315,The Little Prince,Antoine de Saint-Exupery,9780241389805,Fiction/Stories,Philosophical Fiction,Heartwarming | Suspenseful,philosophical fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Antoine de Saint-Exupery follows a journey that tests conviction as much as courage. Written in the tradition of philosophical fiction, ""The Little Prince"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1943,Special Edition,English,400,3.4
316,Norwegian Wood,Haruki Murakami,9781123577266,Fiction/Stories,Literary Fiction,Fast-paced | Adventure | Emotional,literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this literary fiction follows a central figure caught between duty and desire. Written in the tradition of literary fiction, ""Norwegian Wood"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1987,Reprint Edition,English,247,4.0
317,Kafka on the Shore,Haruki Murakami,9789334203547,Fiction/Stories,Magical Realism,Epic | Historical,magical realism;fiction;novel;leisure-reading;story,"Spanning years and relationships, this magical realism traces individuals confronting change in a world that refuses to stay still. Written in the tradition of magical realism, ""Kafka on the Shore"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2002,Special Edition,English,299,4.4
318,1Q84,Haruki Murakami,9781371870652,Fiction/Stories,Magical Realism,Hopeful | Thought-provoking | Historical,magical realism;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this magical realism follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of magical realism, ""1Q84"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2009,1st Edition,English,406,4.5
319,The Wind-Up Bird Chronicle,Haruki Murakami,9780728182356,Fiction/Stories,Magical Realism,Relaxing,magical realism;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this magical realism follows a journey that tests conviction as much as courage. Written in the tradition of magical realism, ""The Wind-Up Bird Chronicle"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1994,Reprint Edition,English,444,4.0
320,Norwegian Fables and Folk Tales,Peter Christen Asbjornsen,9780935731743,Fiction/Stories,Folklore,Thrilling | Historical | Inspirational,folklore;fiction;novel;leisure-reading;story;young-readers,"A memorable entry in folklore, the story follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of folklore, ""Norwegian Fables and Folk Tales"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1845,Reprint Edition,English,405,3.5
321,Panchatantra,Vishnu Sharma,9789329366318,Fiction/Stories,Fables,Historical | Fast-paced,fables;fiction;novel;leisure-reading;story;young-readers,"Told with a distinct narrative voice, this novel follows a journey that tests conviction as much as courage. Written in the tradition of fables, ""Panchatantra"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",300,Popular Edition,English,228,3.5
322,Jataka Tales,Various,9789307566976,Fiction/Stories,Fables,Mysterious | Magical,fables;fiction;novel;leisure-reading;story;young-readers,"Set against a richly drawn backdrop, this fables follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of fables, ""Jataka Tales"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",400,Special Edition,English,598,4.6
323,Hitopadesha,Narayana Pandit,9789334445091,Fiction/Stories,Fables,Adventure,fables;fiction;novel;leisure-reading;story;young-readers,"Set against a richly drawn backdrop, this fables follows a journey that tests conviction as much as courage. Written in the tradition of fables, ""Hitopadesha"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1373,Popular Edition,English,309,3.6
324,Grimm's Fairy Tales,Brothers Grimm,9780114028251,Fiction/Stories,Fairy Tales,Educational,fairy tales;fiction;novel;leisure-reading;story;young-readers,"This fairy tales follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of fairy tales, ""Grimm's Fairy Tales"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1812,Special Edition,English,477,4.0
325,Hans Christian Andersen's Fairy Tales,Hans Christian Andersen,9789312359051,Fiction/Stories,Fairy Tales,Inspirational | Fast-paced,fairy tales;fiction;novel;leisure-reading;story;young-readers,"Told with a distinct narrative voice, this novel follows individuals confronting change in a world that refuses to stay still. Written in the tradition of fairy tales, ""Hans Christian Andersen's Fairy Tales"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1837,Paperback Edition,English,609,3.4
326,Arabian Nights (One Thousand and One Nights),Various,9781706841784,Fiction/Stories,Folklore,Thought-provoking | Inspirational,folklore;fiction;novel;leisure-reading;story;young-readers,"Told with a distinct narrative voice, this novel follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of folklore, ""Arabian Nights (One Thousand and One Nights)"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",900,Reprint Edition,English,406,4.8
327,Aesop's Fables,Aesop,9781160140928,Fiction/Stories,Fables,Relaxing | Calm | Mysterious,fables;fiction;novel;leisure-reading;story;young-readers,"Spanning years and relationships, this fables traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of fables, ""Aesop's Fables"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",560,Reprint Edition,English,573,4.5
328,The Shining,Stephen King,9789338887361,Fiction/Stories,Horror,Relaxing | Inspirational,horror;fiction;novel;leisure-reading;story;suspense,"Set against a richly drawn backdrop, this horror follows a central figure caught between duty and desire. Written in the tradition of horror, ""The Shining"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1977,Reprint Edition,English,559,4.5
329,It,Stephen King,9781461649274,Fiction/Stories,Horror,Calm | Emotional,horror;fiction;novel;leisure-reading;story;suspense,"Told with a distinct narrative voice, this novel follows a central figure caught between duty and desire. Written in the tradition of horror, ""It"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1986,Paperback Edition,English,282,3.7
330,Carrie,Stephen King,9781010173915,Fiction/Stories,Horror,Dark,horror;fiction;novel;leisure-reading;story;suspense,"Told with a distinct narrative voice, this novel follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of horror, ""Carrie"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1974,Paperback Edition,English,617,4.5
331,Misery,Stephen King,9781212328342,Fiction/Stories,Horror/Thriller,Emotional | Educational,horror thriller;fiction;novel;leisure-reading;story;suspense,"A memorable entry in horror/thriller, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of horror/thriller, ""Misery"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1987,Popular Edition,English,380,4.6
332,The Silent Patient,Alex Michaelides,9789353816643,Fiction/Stories,Psychological Thriller,Fast-paced | Fantasy | Relaxing,psychological thriller;fiction;novel;leisure-reading;story;suspense,"Spanning years and relationships, this psychological thriller traces a central figure caught between duty and desire. Written in the tradition of psychological thriller, ""The Silent Patient"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2019,Popular Edition,English,498,3.4
333,Big Little Lies,Liane Moriarty,9780003082777,Fiction/Stories,Contemporary Fiction,Adventure,contemporary fiction;fiction;novel;leisure-reading;story,"Spanning years and relationships, this contemporary fiction traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of contemporary fiction, ""Big Little Lies"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2014,1st Edition,English,361,4.2
334,Where the Crawdads Sing,Delia Owens,9781388041106,Fiction/Stories,Literary Fiction/Mystery,Relaxing | Hopeful,literary fiction mystery;fiction;novel;leisure-reading;story;suspense,"Spanning years and relationships, this literary fiction/mystery traces a central figure caught between duty and desire. Written in the tradition of literary fiction/mystery, ""Where the Crawdads Sing"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2018,Reprint Edition,English,278,4.1
335,Circe,Madeline Miller,9789330363092,Fiction/Stories,Mythological Fiction,Mysterious | Fantasy | Thrilling,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"This mythological fiction follows a journey that tests conviction as much as courage. Written in the tradition of mythological fiction, ""Circe"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2018,Paperback Edition,English,531,4.8
336,The Song of Achilles,Madeline Miller,9781684724253,Fiction/Stories,Mythological Fiction,Mysterious | Adventure,mythological fiction;fiction;novel;leisure-reading;story;indian-mythology,"A memorable entry in mythological fiction, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of mythological fiction, ""The Song of Achilles"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2011,Reprint Edition,English,499,3.6
337,Klara and the Sun,Kazuo Ishiguro,9780321386007,Fiction/Stories,Literary Science Fiction,Educational,literary science fiction;fiction;novel;leisure-reading;story,"This literary science fiction follows individuals confronting change in a world that refuses to stay still. Written in the tradition of literary science fiction, ""Klara and the Sun"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2021,Reprint Edition,English,449,4.6
338,Never Let Me Go,Kazuo Ishiguro,9789361845765,Fiction/Stories,Literary Science Fiction,Fast-paced,literary science fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a journey that tests conviction as much as courage. Written in the tradition of literary science fiction, ""Never Let Me Go"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2005,Special Edition,English,478,4.2
339,The Remains of the Day,Kazuo Ishiguro,9780367116149,Fiction/Stories,Literary Fiction,Funny | Magical | Educational,literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this literary fiction follows a central figure caught between duty and desire. Written in the tradition of literary fiction, ""The Remains of the Day"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",1989,1st Edition,English,170,3.4
340,Atonement,Ian McEwan,9780333594414,Fiction/Stories,Literary Fiction,Heartwarming | Fantasy | Dark,literary fiction;fiction;novel;leisure-reading;story,"A memorable entry in literary fiction, the story follows a journey that tests conviction as much as courage. Written in the tradition of literary fiction, ""Atonement"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",2001,Paperback Edition,English,440,3.9
341,The Handmaid's Tale,Margaret Atwood,9780638918458,Fiction/Stories,Dystopian Fiction,Thrilling,dystopian fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Margaret Atwood follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of dystopian fiction, ""The Handmaid's Tale"" explores themes of identity, belonging, and the choices that define a life. The novel balances emotional depth with narrative pace, making it a perennial favourite among Indian readers.",1985,Reprint Edition,English,485,3.6
342,Educated,Tara Westover,9789326211352,Fiction/Stories,Memoir,Heartwarming,memoir;fiction;novel;leisure-reading;story,"Spanning years and relationships, this memoir traces a journey that tests conviction as much as courage. Written in the tradition of memoir, ""Educated"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2018,1st Edition,English,563,4.2
343,Shantaram,Gregory David Roberts,9789333360814,Fiction/Stories,Adventure Fiction,Historical | Thought-provoking | Calm,adventure fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of adventure fiction, ""Shantaram"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2003,Special Edition,English,322,3.6
344,The Curious Incident of the Dog in the Night-Time,Mark Haddon,9789337370390,Fiction/Stories,Contemporary Fiction,Fast-paced | Emotional | Thrilling,contemporary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Mark Haddon follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of contemporary fiction, ""The Curious Incident of the Dog in the Night-Time"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2003,Paperback Edition,English,163,3.6
345,One Flew Over the Cuckoo's Nest,Ken Kesey,9789351084952,Fiction/Stories,Literary Fiction,Fast-paced | Mysterious,literary fiction;fiction;novel;leisure-reading;story,"A memorable entry in literary fiction, the story follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of literary fiction, ""One Flew Over the Cuckoo's Nest"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1962,Reprint Edition,English,592,4.5
346,The Bell Jar,Sylvia Plath,9781805118671,Fiction/Stories,Literary Fiction,Calm,literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this literary fiction follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of literary fiction, ""The Bell Jar"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",1963,Reprint Edition,English,293,4.7
347,Cutting for Stone,Abraham Verghese,9781312788015,Fiction/Stories,Literary Fiction,Romantic | Fast-paced | Calm,literary fiction;fiction;novel;leisure-reading;story,"Told with a distinct narrative voice, this novel follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of literary fiction, ""Cutting for Stone"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2009,Paperback Edition,English,370,3.6
348,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,9781128058302,Fiction/Stories,Historical Fiction,Funny | Historical | Suspenseful,historical fiction;fiction;novel;leisure-reading;story;history,"Spanning years and relationships, this historical fiction traces a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of historical fiction, ""The Guernsey Literary and Potato Peel Pie Society"" explores themes of identity, belonging, and the choices that define a life. Its blend of atmosphere and character work has made it an enduring favourite for library borrowers.",2008,Popular Edition,English,606,4.0
349,The Notebook,Nicholas Sparks,9780000586315,Fiction/Stories,Romance,Fast-paced,romance;fiction;novel;leisure-reading;story,"A memorable entry in romance, the story follows individuals confronting change in a world that refuses to stay still. Written in the tradition of romance, ""The Notebook"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",1996,Reprint Edition,English,243,4.1
350,A Walk to Remember,Nicholas Sparks,9789368999973,Fiction/Stories,Romance,Adventure | Educational | Fast-paced,romance;fiction;novel;leisure-reading;story,"A memorable entry in romance, the story follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of romance, ""A Walk to Remember"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1999,Popular Edition,English,439,4.2
351,Dear John,Nicholas Sparks,9789321147618,Fiction/Stories,Romance,Romantic | Heartwarming | Thought-provoking,romance;fiction;novel;leisure-reading;story,"A memorable entry in romance, the story follows characters whose choices ripple across family, community, and circumstance. Written in the tradition of romance, ""Dear John"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2006,Reprint Edition,English,338,4.8
352,Me Before You,Jojo Moyes,9781925886092,Fiction/Stories,Contemporary Fiction,Romantic,contemporary fiction;fiction;novel;leisure-reading;story,"In prose that lingers, Jojo Moyes follows a central figure caught between duty and desire. Written in the tradition of contemporary fiction, ""Me Before You"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2012,Reprint Edition,English,223,3.7
353,The Giver,Lois Lowry,9789347754692,Fiction/Stories,Dystopian Fiction/YA,Thought-provoking | Heartwarming,dystopian fiction ya;fiction;novel;leisure-reading;story;young-readers,"In prose that lingers, Lois Lowry follows a protagonist forced to navigate love, loyalty, and the weight of the past. Written in the tradition of dystopian fiction/ya, ""The Giver"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",1993,Popular Edition,English,418,3.5
354,Divergent,Veronica Roth,9789384540401,Fiction/Stories,Dystopian Fiction/YA,Educational | Epic | Thrilling,dystopian fiction ya;fiction;novel;leisure-reading;story;young-readers,"This dystopian fiction/ya follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of dystopian fiction/ya, ""Divergent"" explores themes of identity, belonging, and the choices that define a life. Widely read and re-read, it continues to resonate with readers looking for both entertainment and insight.",2011,Paperback Edition,English,361,3.3
355,The Hunger Games,Suzanne Collins,9780810687707,Fiction/Stories,Dystopian Fiction/YA,Romantic,dystopian fiction ya;fiction;novel;leisure-reading;story;young-readers,"This dystopian fiction/ya follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of dystopian fiction/ya, ""The Hunger Games"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2008,Paperback Edition,English,433,4.0
356,Catching Fire,Suzanne Collins,9789393930859,Fiction/Stories,Dystopian Fiction/YA,Calm | Romantic,dystopian fiction ya;fiction;novel;leisure-reading;story;young-readers,"In prose that lingers, Suzanne Collins follows individuals confronting change in a world that refuses to stay still. Written in the tradition of dystopian fiction/ya, ""Catching Fire"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2009,Reprint Edition,English,199,3.9
357,Mockingjay,Suzanne Collins,9780495956150,Fiction/Stories,Dystopian Fiction/YA,Thrilling | Suspenseful,dystopian fiction ya;fiction;novel;leisure-reading;story;young-readers,"Spanning years and relationships, this dystopian fiction/ya traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of dystopian fiction/ya, ""Mockingjay"" explores themes of identity, belonging, and the choices that define a life. The result is a story that lingers well beyond its final page, popular among readers who return to it again and again.",2010,Reprint Edition,English,620,4.0
358,Twilight,Stephenie Meyer,9789322791209,Fiction/Stories,Fantasy Romance/YA,Dark | Fantasy,fantasy romance ya;fiction;novel;leisure-reading;story;romance;young-readers,"A memorable entry in fantasy romance/ya, the story follows a cast of characters whose fates intertwine in unexpected ways. Written in the tradition of fantasy romance/ya, ""Twilight"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",2005,Popular Edition,English,343,4.4
359,New Moon,Stephenie Meyer,9780130250865,Fiction/Stories,Fantasy Romance/YA,Fast-paced | Romantic | Suspenseful,fantasy romance ya;fiction;novel;leisure-reading;story;romance;young-readers,"Spanning years and relationships, this fantasy romance/ya traces a journey that tests conviction as much as courage. Written in the tradition of fantasy romance/ya, ""New Moon"" explores themes of identity, belonging, and the choices that define a life. It has earned a lasting place among readers who value a story that is both moving and memorable.",2006,1st Edition,English,279,4.5
360,Paper Towns,John Green,9780962144424,Fiction/Stories,Young Adult Fiction,Thrilling,young adult fiction;fiction;novel;leisure-reading;story;young-readers,"Spanning years and relationships, this young adult fiction traces lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of young adult fiction, ""Paper Towns"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",2008,1st Edition,English,159,4.7
361,Malgudi Schooldays,R.K. Narayan,9780087380936,Fiction/Stories,Short Stories,Dark | Hopeful,short stories;fiction;novel;leisure-reading;story,"This short stories follows lives shaped by history, tradition, and the quiet pressure of expectation. Written in the tradition of short stories, ""Malgudi Schooldays"" explores themes of identity, belonging, and the choices that define a life. The book's accessible style and emotional honesty have made it a staple recommendation for readers of all ages.",1951,1st Edition,English,489,4.3
362,The Vendor of Sweets,R.K. Narayan,9781777705602,Fiction/Stories,Literary Fiction,Hopeful | Relaxing | Romantic,literary fiction;fiction;novel;leisure-reading;story,"Set against a richly drawn backdrop, this literary fiction follows individuals confronting change in a world that refuses to stay still. Written in the tradition of literary fiction, ""The Vendor of Sweets"" explores themes of identity, belonging, and the choices that define a life. It remains a favourite on library shelves across India, cherished for its warmth and honesty.",1967,Paperback Edition,English,563,3.6
